# Desplazamientos de nodos
# node,x,y,z,ux,uy,uz,u_total
539,2.250000,0.823421,-13.000000,4.990667e-03,1.833172e-03,-4.015319e-02,4.050365e-02
540,0.000000,2.250000,-17.839286,0.000000e+00,2.556756e-03,-1.202562e-02,1.229441e-02
541,0.000000,2.250000,-15.160714,0.000000e+00,4.058267e-03,-2.812466e-02,2.841594e-02
542,0.000000,1.250173,-16.492567,0.000000e+00,1.825122e-03,-1.988536e-02,1.996895e-02
543,0.000000,3.220074,-16.499071,0.000000e+00,5.273063e-03,-2.071171e-02,2.137242e-02
544,0.000000,1.244792,-14.299107,0.000000e+00,2.554382e-03,-3.261902e-02,3.271888e-02
545,0.000000,3.255208,-18.700893,0.000000e+00,3.302607e-03,-7.099532e-03,7.830106e-03
546,0.000000,3.255208,-14.299107,0.000000e+00,6.140761e-03,-3.338447e-02,3.394454e-02
547,0.000000,1.244792,-18.700893,0.000000e+00,4.452033e-04,-6.675474e-03,6.690303e-03
548,0.000000,2.250000,-19.085308,0.000000e+00,1.274831e-03,-4.828577e-03,4.994032e-03
549,0.000000,2.250000,-13.888197,0.000000e+00,4.543868e-03,-3.517110e-02,3.546341e-02
550,4.500000,2.250000,-17.839286,6.860196e-03,2.709989e-03,-1.395769e-02,1.578682e-02
551,4.500000,2.250000,-15.160714,7.971001e-03,4.106812e-03,-2.974194e-02,3.106422e-02
552,4.500000,1.250173,-16.492567,7.923347e-03,2.026160e-03,-2.174601e-02,2.323303e-02
553,4.500000,3.220074,-16.499071,7.676594e-03,5.422550e-03,-2.263963e-02,2.451300e-02
554,4.500000,1.244792,-14.299107,8.183665e-03,2.475537e-03,-3.425588e-02,3.530674e-02
555,4.500000,3.255208,-18.700893,5.872477e-03,3.276794e-03,-9.032716e-03,1.126114e-02
556,4.500000,3.255208,-14.299107,8.178522e-03,6.115679e-03,-3.506550e-02,3.652231e-02
557,4.500000,1.244792,-18.700893,5.950250e-03,9.059859e-04,-8.598550e-03,1.049578e-02
558,4.500000,2.250000,-19.085308,4.815007e-03,1.505667e-03,-6.240591e-03,8.024730e-03
559,4.500000,2.250000,-13.888197,8.385719e-03,4.467646e-03,-3.684022e-02,3.804579e-02
560,2.250000,0.000000,-17.839286,2.798343e-03,0.000000e+00,-1.209994e-02,1.241931e-02
561,2.250000,0.000000,-15.160714,4.171770e-03,0.000000e+00,-2.805546e-02,2.836393e-02
562,1.250173,0.000000,-16.492567,2.074821e-03,0.000000e+00,-1.972253e-02,1.983137e-02
563,3.220074,0.000000,-16.499071,5.628179e-03,0.000000e+00,-2.063911e-02,2.139274e-02
564,3.255208,0.000000,-14.299107,6.186544e-03,0.000000e+00,-3.329471e-02,3.386460e-02
565,1.244792,0.000000,-18.700893,1.119054e-03,0.000000e+00,-6.859415e-03,6.950098e-03
566,1.244792,0.000000,-14.299107,2.430280e-03,0.000000e+00,-3.259546e-02,3.268593e-02
567,3.255208,0.000000,-18.700893,3.175385e-03,0.000000e+00,-7.186404e-03,7.856683e-03
568,2.250000,0.000000,-13.888197,4.468889e-03,0.000000e+00,-3.515967e-02,3.544254e-02
569,2.250000,0.000000,-19.111803,1.466648e-03,0.000000e+00,-4.604331e-03,4.832280e-03
570,2.250000,4.500000,-17.839286,2.605294e-03,6.946996e-03,-1.404051e-02,1.588031e-02
571,2.250000,4.500000,-15.160714,4.079445e-03,7.902363e-03,-2.973782e-02,3.103912e-02
572,1.250173,4.500000,-16.492567,1.922027e-03,7.682098e-03,-2.163264e-02,2.303649e-02
573,3.220074,4.500000,-16.499071,5.353376e-03,7.684309e-03,-2.260876e-02,2.447169e-02
574,3.255208,4.500000,-14.299107,6.097588e-03,8.126118e-03,-3.507352e-02,3.651528e-02
575,1.244792,4.500000,-18.700893,9.757501e-04,6.084559e-03,-8.929853e-03,1.084971e-02
576,1.244792,4.500000,-14.299107,2.471785e-03,8.059632e-03,-3.433001e-02,3.534992e-02
577,3.255208,4.500000,-18.700893,3.140455e-03,5.892589e-03,-9.008459e-03,1.121327e-02
578,2.250000,4.500000,-13.888197,4.487488e-03,8.395402e-03,-3.686329e-02,3.807260e-02
579,2.250000,4.500000,-19.111803,1.334776e-03,4.651726e-03,-6.063196e-03,7.757740e-03
580,2.250000,2.250000,-20.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
581,1.264854,1.264854,-20.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
582,1.264854,3.235146,-20.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
583,3.235146,1.264854,-20.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
584,3.235146,3.235146,-20.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
585,3.676579,2.250000,-20.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
586,2.250000,3.676579,-20.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
587,0.823421,2.250000,-20.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
588,2.250000,0.823421,-20.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
589,2.921349,3.643765,-4.264334,4.716289e-03,5.768942e-03,-1.107255e-01,1.109760e-01
590,2.764651,1.764945,-4.963188,4.715651e-03,3.141349e-03,-1.086253e-01,1.087730e-01
591,1.487366,2.754827,-4.256055,2.491987e-03,4.604446e-03,-1.120559e-01,1.121781e-01
592,3.668745,3.844980,-3.877475,5.606722e-03,5.884992e-03,-1.117993e-01,1.120944e-01
593,3.423581,2.950238,-3.465075,5.203713e-03,4.643931e-03,-1.140376e-01,1.142507e-01
594,2.920412,3.313532,-6.012578,5.619809e-03,6.281844e-03,-1.022492e-01,1.025960e-01
595,2.275559,1.910922,-10.920000,6.464628e-03,5.379661e-03,-6.269843e-02,6.325998e-02
596,2.906277,3.959578,-3.450208,4.489648e-03,5.991302e-03,-1.138004e-01,1.140464e-01
597,1.989392,2.298593,-8.424329,4.894779e-03,5.742527e-03,-8.605064e-02,8.638083e-02
598,3.519762,2.144867,-3.671478,5.464481e-03,3.469307e-03,-1.136797e-01,1.138639e-01
599,2.204050,3.894199,-3.528978,3.469481e-03,5.973505e-03,-1.139876e-01,1.141967e-01
600,3.692942,2.603322,-4.740569,5.991441e-03,4.373176e-03,-1.087809e-01,1.090335e-01
601,2.967631,3.382216,-3.406198,4.581973e-03,5.259955e-03,-1.142178e-01,1.144306e-01
602,4.141816,3.792838,-3.395987,6.082303e-03,5.738779e-03,-1.134998e-01,1.138075e-01
603,3.910350,4.125829,-3.421974,5.810546e-03,6.135397e-03,-1.133732e-01,1.136876e-01
604,3.369625,4.129984,-3.394454,5.126760e-03,6.151647e-03,-1.136901e-01,1.139718e-01
605,3.641476,1.242250,-3.945996,5.657197e-03,2.087824e-03,-1.128910e-01,1.130520e-01
606,1.436708,1.897818,-6.316023,2.913959e-03,3.804366e-03,-1.014719e-01,1.015850e-01
607,2.686382,2.684799,-3.608085,4.236940e-03,4.341925e-03,-1.141578e-01,1.143189e-01
608,3.717573,3.755513,-4.811524,6.132024e-03,6.161363e-03,-1.078026e-01,1.081525e-01
609,4.086786,3.319578,-3.356565,6.050770e-03,5.131881e-03,-1.138601e-01,1.141362e-01
610,4.018899,3.173004,-3.869642,6.016794e-03,5.003244e-03,-1.120734e-01,1.123463e-01
611,3.621099,3.643544,-3.338490,5.457573e-03,5.562570e-03,-1.139150e-01,1.141813e-01
612,4.074628,2.609747,-3.369579,6.079245e-03,4.133459e-03,-1.143087e-01,1.145448e-01
613,3.323671,3.332250,-9.981035,9.157864e-03,9.247121e-03,-7.200395e-02,7.317066e-02
614,0.742153,0.796646,-8.541948,1.834629e-03,1.968680e-03,-8.507962e-02,8.512217e-02
615,3.336802,4.345308,-3.139434,5.100010e-03,6.542124e-03,-1.146189e-01,1.149187e-01
616,4.330663,3.618329,-3.176305,6.432617e-03,5.573072e-03,-1.143519e-01,1.146682e-01
617,3.442465,0.693910,-10.652001,9.851929e-03,1.997650e-03,-6.534737e-02,6.611604e-02
618,0.873016,3.629553,-10.850564,2.386885e-03,1.042281e-02,-6.338082e-02,6.427643e-02
619,1.172806,1.001012,-4.503139,2.073985e-03,1.797784e-03,-1.116055e-01,1.116393e-01
620,2.716393,4.254936,-3.196743,4.197050e-03,6.469303e-03,-1.147959e-01,1.150546e-01
621,4.272966,4.280583,-3.559072,6.296975e-03,6.352654e-03,-1.127273e-01,1.130816e-01
622,1.189831,2.217330,-12.291880,2.934918e-03,5.619360e-03,-4.785990e-02,4.827795e-02
623,2.242959,1.121626,-12.283953,5.673719e-03,2.730525e-03,-4.795020e-02,4.836185e-02
624,3.303786,2.222378,-12.278207,8.451301e-03,5.566285e-03,-4.843021e-02,4.947619e-02
625,2.247927,3.328519,-12.159914,5.779019e-03,8.759299e-03,-4.973099e-02,5.082611e-02
626,1.607708,4.282397,-3.314388,2.544956e-03,6.648272e-03,-1.148918e-01,1.151122e-01
627,2.265665,0.850315,-3.926367,3.751138e-03,1.439098e-03,-1.139486e-01,1.140194e-01
628,4.127971,1.168441,-3.348886,6.392942e-03,1.873903e-03,-1.151069e-01,1.152995e-01
629,3.721061,0.895624,-5.609847,6.648490e-03,1.631302e-03,-1.046534e-01,1.048770e-01
630,0.611452,3.590224,-6.604977,1.241674e-03,7.326531e-03,-9.867215e-02,9.895157e-02
631,3.996974,4.340439,-3.163195,6.016905e-03,6.529011e-03,-1.142746e-01,1.146190e-01
632,0.521913,2.805530,-3.576448,8.467355e-04,4.656899e-03,-1.150373e-01,1.151347e-01
633,3.815712,3.931660,-6.548200,7.690224e-03,7.919965e-03,-9.777392e-02,9.839515e-02
634,3.356822,3.377408,-11.787938,9.159878e-03,9.213691e-03,-5.400770e-02,5.554842e-02
635,1.105562,3.415110,-11.900118,2.876114e-03,9.378686e-03,-5.238811e-02,5.329865e-02
636,1.020831,0.945288,-12.118735,2.592981e-03,2.424687e-03,-4.959055e-02,4.971746e-02
637,3.348801,0.934189,-12.043042,8.962630e-03,2.416821e-03,-5.080303e-02,5.164415e-02
638,0.847486,0.778548,-10.334909,2.328627e-03,2.032808e-03,-6.861496e-02,6.868455e-02
639,3.630043,4.302837,-3.185937,5.502173e-03,6.447722e-03,-1.142973e-01,1.146111e-01
640,3.437538,1.113987,-8.779992,8.918202e-03,2.905531e-03,-8.275062e-02,8.328050e-02
641,1.306664,0.562434,-3.558310,2.201450e-03,9.332369e-04,-1.160023e-01,1.160269e-01
642,4.329268,3.132204,-3.179561,6.459789e-03,4.879565e-03,-1.146419e-01,1.149274e-01
643,1.218599,3.261240,-9.708949,3.342155e-03,8.966964e-03,-7.458374e-02,7.519516e-02
644,3.485892,3.339363,-7.636578,7.798953e-03,7.504849e-03,-9.101951e-02,9.166078e-02
645,4.300071,4.038856,-3.242672,6.323983e-03,6.112941e-03,-1.139655e-01,1.143044e-01
646,3.990985,3.826974,-5.762774,7.284807e-03,6.928339e-03,-1.024508e-01,1.029429e-01
647,0.904440,1.920707,-3.628572,1.489647e-03,3.258228e-03,-1.153984e-01,1.154540e-01
648,0.753154,3.389321,-8.064205,1.824216e-03,7.905653e-03,-8.843495e-02,8.880634e-02
649,4.286724,4.300850,-3.232219,6.344528e-03,6.444996e-03,-1.139795e-01,1.143377e-01
650,4.118918,1.887674,-3.336597,6.297000e-03,3.038191e-03,-1.148413e-01,1.150539e-01
651,4.124880,4.163134,-4.205104,6.324839e-03,6.398163e-03,-1.101430e-01,1.105098e-01
652,3.945827,0.478646,-3.539599,6.141162e-03,7.876994e-04,-1.145961e-01,1.147632e-01
653,0.522244,3.783488,-3.893467,8.454397e-04,5.987186e-03,-1.130983e-01,1.132598e-01
654,3.346628,1.288590,-6.943490,7.069049e-03,2.673410e-03,-9.667832e-02,9.697327e-02
655,0.692337,3.484297,-5.110389,1.272072e-03,5.990047e-03,-1.075745e-01,1.077487e-01
656,3.096419,4.269126,-3.206869,4.751079e-03,6.431437e-03,-1.144882e-01,1.147671e-01
657,0.791328,4.243740,-3.346066,1.255232e-03,6.679235e-03,-1.150813e-01,1.152818e-01
658,0.679602,1.186366,-3.555160,1.119344e-03,2.037772e-03,-1.160865e-01,1.161098e-01
659,2.141622,2.242649,-15.136043,3.964797e-03,4.054627e-03,-2.853528e-02,2.909333e-02
660,2.621146,2.250947,-17.924627,3.272308e-03,2.733149e-03,-1.175183e-02,1.250135e-02
661,3.628443,3.595640,-16.514011,6.140509e-03,6.105000e-03,-2.231090e-02,2.393226e-02
662,3.626844,0.891240,-16.512061,6.372818e-03,1.401511e-03,-2.101268e-02,2.200249e-02
663,1.181425,1.212148,-17.099812,1.609398e-03,1.550768e-03,-1.628152e-02,1.643420e-02
664,1.176375,3.343663,-17.137766,1.674767e-03,5.311634e-03,-1.700206e-02,1.789101e-02
665,3.385416,2.250182,-19.283817,2.048370e-03,1.172439e-03,-3.771010e-03,4.448702e-03
666,1.180334,2.252013,-19.157074,5.917867e-04,1.385341e-03,-4.194833e-03,4.457130e-03
667,2.283127,3.303897,-19.291165,1.124824e-03,1.917514e-03,-3.720435e-03,4.334019e-03
668,2.284175,1.197029,-19.291412,1.122490e-03,4.802437e-04,-3.605437e-03,3.806546e-03
669,1.159423,2.246996,-13.684269,2.436120e-03,4.616199e-03,-3.642205e-02,3.679416e-02
670,2.250626,3.322728,-13.688192,4.592311e-03,6.636184e-03,-3.704464e-02,3.791350e-02
671,1.930973,1.022308,-13.683377,3.949580e-03,2.143416e-03,-3.632039e-02,3.659733e-02
672,3.389293,2.423507,-13.653914,6.808679e-03,4.941532e-03,-3.733322e-02,3.826939e-02
673,3.553766,3.466556,-19.119092,2.676770e-03,2.532459e-03,-5.017380e-03,6.225155e-03
674,1.135607,1.154982,-18.811058,7.168829e-04,7.917202e-04,-6.081806e-03,6.174877e-03
675,3.554452,1.033990,-19.119095,2.906146e-03,8.083190e-04,-4.737658e-03,5.616446e-03
676,1.131964,3.352876,-18.810527,8.240165e-04,3.234357e-03,-6.451055e-03,7.263345e-03
677,3.288467,1.126152,-13.849074,6.400277e-03,2.221482e-03,-3.594033e-02,3.657329e-02
678,3.473566,3.550158,-13.900231,6.740702e-03,6.841618e-03,-3.668319e-02,3.791967e-02
679,0.996067,3.487980,-13.763456,2.016389e-03,6.872719e-03,-3.650920e-02,3.720513e-02
680,0.880002,1.018746,-13.763284,1.845187e-03,2.173695e-03,-3.566638e-02,3.578017e-02
681,4.150557,4.112232,-1.692922,7.286118e-03,7.172982e-03,-1.246544e-01,1.250730e-01
682,4.377460,3.974929,-1.678570,7.288718e-03,7.155696e-03,-1.244984e-01,1.249167e-01
683,4.374627,4.285564,-1.705859,7.305796e-03,7.216787e-03,-1.240464e-01,1.244707e-01
684,4.130152,3.886466,-1.744313,7.393159e-03,7.190510e-03,-1.249829e-01,1.254077e-01
685,4.102830,4.361443,-1.702223,7.296229e-03,7.231179e-03,-1.243335e-01,1.247571e-01
686,4.362171,4.126823,-1.741990,7.365158e-03,7.255957e-03,-1.242912e-01,1.247204e-01
687,4.083921,3.863829,-1.593912,7.140167e-03,6.954629e-03,-1.252154e-01,1.256115e-01
688,4.182841,4.418900,-1.620263,7.176270e-03,7.104623e-03,-1.241517e-01,1.245617e-01
689,4.278310,3.884091,-1.729497,7.385048e-03,7.196815e-03,-1.247657e-01,1.251911e-01
690,4.222490,3.820745,-1.627791,7.237843e-03,7.024778e-03,-1.250015e-01,1.254078e-01
691,4.196250,4.418806,-1.789717,7.431225e-03,7.364566e-03,-1.240798e-01,1.245201e-01
692,4.412713,4.127940,-1.598016,7.140911e-03,7.046803e-03,-1.242419e-01,1.246463e-01
693,4.327852,4.409215,-1.782694,7.428056e-03,7.347155e-03,-1.239055e-01,1.243452e-01
694,4.250746,4.333282,-1.656733,7.228536e-03,7.146907e-03,-1.241684e-01,1.245838e-01
695,4.359319,3.826185,-1.612927,7.233067e-03,7.033850e-03,-1.247704e-01,1.251776e-01
696,4.348836,4.415509,-1.627724,7.193249e-03,7.108165e-03,-1.239009e-01,1.243129e-01
697,2.777678,3.177176,-1.660938,5.166390e-03,6.382670e-03,-1.284993e-01,1.287614e-01
698,3.742912,3.003143,-1.606211,7.168079e-03,5.585332e-03,-1.275115e-01,1.278348e-01
699,3.238043,3.747084,-1.162051,5.138034e-03,6.118905e-03,-1.292822e-01,1.295288e-01
700,3.228950,3.745600,-1.648346,5.810456e-03,7.087740e-03,-1.267030e-01,1.270341e-01
701,2.683840,1.459665,-1.498834,5.656085e-03,2.466412e-03,-1.328654e-01,1.330086e-01
702,3.929539,3.773213,-0.826605,5.080248e-03,5.005444e-03,-1.289310e-01,1.291281e-01
703,3.803192,3.016681,-0.810189,5.346328e-03,4.228159e-03,-1.310873e-01,1.312644e-01
704,3.386511,3.850377,-2.199830,6.158202e-03,7.472932e-03,-1.224308e-01,1.228131e-01
705,3.796150,3.130564,-2.466564,7.129272e-03,5.647223e-03,-1.204911e-01,1.208339e-01
706,2.432199,3.791542,-2.207483,4.248090e-03,7.685276e-03,-1.232236e-01,1.235361e-01
707,1.172030,3.440827,-1.805606,1.982728e-03,7.601315e-03,-1.280154e-01,1.282562e-01
708,4.154936,3.257729,-1.551393,7.497919e-03,6.001607e-03,-1.267051e-01,1.270685e-01
709,3.135910,2.592761,-2.223169,6.175740e-03,4.932744e-03,-1.240609e-01,1.243125e-01
710,3.862708,2.232463,-1.095057,6.895516e-03,3.620946e-03,-1.312401e-01,1.314710e-01
711,3.110357,2.611988,-1.043786,5.694032e-03,4.559278e-03,-1.333782e-01,1.335775e-01
712,3.141839,3.384336,-2.458127,5.624944e-03,6.313355e-03,-1.208447e-01,1.211402e-01
713,3.876042,1.938538,-2.190753,8.302449e-03,3.524646e-03,-1.241507e-01,1.244779e-01
714,2.520478,3.205660,-2.355230,4.577231e-03,6.314932e-03,-1.227115e-01,1.229591e-01
715,2.686713,3.896223,-1.461922,4.585794e-03,7.338225e-03,-1.282346e-01,1.285263e-01
716,1.727019,2.171715,-1.129459,2.894767e-03,3.885570e-03,-1.380878e-01,1.381728e-01
717,2.537868,3.351893,-0.525914,3.275718e-03,4.238744e-03,-1.341191e-01,1.342260e-01
718,3.644984,3.457455,-1.474165,6.485052e-03,6.202223e-03,-1.276829e-01,1.279978e-01
719,4.086359,4.014305,-2.522824,7.238138e-03,7.312955e-03,-1.195135e-01,1.199556e-01
720,3.493028,4.136952,-1.345873,5.799454e-03,6.896981e-03,-1.272832e-01,1.276018e-01
721,3.534146,2.472715,-1.449471,6.985616e-03,4.507183e-03,-1.298370e-01,1.301029e-01
722,2.796614,3.998653,-0.521854,3.382441e-03,4.436005e-03,-1.312757e-01,1.313941e-01
723,3.687742,2.644603,-2.118858,7.454761e-03,4.931220e-03,-1.242141e-01,1.245353e-01
724,3.052966,3.150809,-0.778028,4.567316e-03,4.738464e-03,-1.327426e-01,1.329057e-01
725,2.981839,4.001315,-2.486546,5.119107e-03,7.692594e-03,-1.201766e-01,1.205313e-01
726,4.158304,4.200534,-0.563490,4.408128e-03,4.523848e-03,-1.277947e-01,1.279507e-01
727,4.031104,3.396171,-0.399426,4.009109e-03,3.570388e-03,-1.305376e-01,1.306480e-01
728,4.255048,3.804460,-1.229102,6.558323e-03,5.994859e-03,-1.263407e-01,1.266528e-01
729,3.369476,3.908151,-0.554048,3.909694e-03,4.389058e-03,-1.305363e-01,1.306686e-01
730,3.679485,4.201855,-1.828876,6.856751e-03,7.782382e-03,-1.244793e-01,1.249107e-01
731,4.064654,3.560959,-2.298762,7.643715e-03,6.507306e-03,-1.215804e-01,1.219941e-01
732,3.240059,3.151536,-1.331380,5.763413e-03,5.657813e-03,-1.297600e-01,1.300111e-01
733,3.806935,3.249004,-1.160928,6.165172e-03,5.300360e-03,-1.292705e-01,1.295259e-01
734,1.869616,3.894982,-0.942556,2.808869e-03,6.531168e-03,-1.315409e-01,1.317328e-01
735,3.238805,3.296265,-1.870445,6.128659e-03,6.394959e-03,-1.258862e-01,1.261974e-01
736,4.023027,2.683930,-1.179865,6.945014e-03,4.482361e-03,-1.297124e-01,1.299755e-01
737,3.558117,1.124594,-1.267786,7.310444e-03,1.694153e-03,-1.320148e-01,1.322279e-01
738,3.109472,4.213328,-1.424795,5.298835e-03,7.460949e-03,-1.272293e-01,1.275580e-01
739,2.746487,2.314784,-1.663909,5.643543e-03,4.567015e-03,-1.305277e-01,1.307295e-01
740,3.378279,2.321295,-0.619879,4.877078e-03,3.108368e-03,-1.347167e-01,1.348408e-01
741,3.664124,3.448239,-2.038573,6.952383e-03,6.598854e-03,-1.238710e-01,1.242413e-01
742,2.032212,3.647575,-1.650991,3.554886e-03,7.563703e-03,-1.282219e-01,1.284940e-01
743,3.952932,2.454349,-0.683829,5.456128e-03,3.296184e-03,-1.320445e-01,1.321983e-01
744,3.579535,3.512880,-0.640723,4.393975e-03,4.318218e-03,-1.309217e-01,1.310665e-01
745,2.848593,4.119757,-1.984090,5.165980e-03,8.375236e-03,-1.243297e-01,1.247186e-01
746,2.347042,4.144814,-1.796277,4.118982e-03,8.524605e-03,-1.260181e-01,1.263733e-01
747,1.750236,3.984604,-2.360196,2.969173e-03,8.270313e-03,-1.222675e-01,1.225828e-01
748,4.053230,2.426298,-1.672612,8.161464e-03,4.467390e-03,-1.272836e-01,1.276232e-01
749,3.216082,4.177750,-0.936344,4.574801e-03,5.888386e-03,-1.291101e-01,1.293253e-01
750,2.607620,2.627291,-0.541495,4.197546e-03,4.198073e-03,-1.389188e-01,1.390456e-01
751,3.916267,1.764688,-0.618188,5.851890e-03,2.435431e-03,-1.334818e-01,1.336322e-01
752,3.836441,4.196359,-1.177287,5.760621e-03,6.404199e-03,-1.268484e-01,1.271405e-01
753,3.452118,2.930479,-2.618377,6.178209e-03,5.134489e-03,-1.194897e-01,1.197594e-01
754,3.446623,2.417012,-2.601051,6.373953e-03,4.248519e-03,-1.201785e-01,1.204224e-01
755,3.026354,1.920579,-2.346707,6.102862e-03,3.532730e-03,-1.237638e-01,1.239645e-01
756,2.894924,3.568276,-2.116439,5.283671e-03,7.117841e-03,-1.239229e-01,1.242396e-01
757,4.072531,2.997914,-1.925618,8.053627e-03,5.668875e-03,-1.248061e-01,1.251941e-01
758,3.346647,4.239517,-2.187623,6.061467e-03,8.361914e-03,-1.222645e-01,1.227000e-01
759,4.059114,2.796408,-2.536940,7.786299e-03,4.936820e-03,-1.199687e-01,1.203224e-01
760,4.241212,3.486275,-1.939533,8.015562e-03,6.713498e-03,-1.240689e-01,1.245087e-01
761,1.918739,1.479187,-2.095687,3.879813e-03,2.706824e-03,-1.284116e-01,1.284988e-01
762,2.855036,3.468521,-1.174520,4.723129e-03,6.021360e-03,-1.305555e-01,1.307796e-01
763,2.603973,2.845472,-1.168525,4.599514e-03,5.419286e-03,-1.335233e-01,1.337124e-01
764,3.219842,2.787950,-1.679141,6.355738e-03,5.334387e-03,-1.283279e-01,1.285958e-01
765,2.186737,2.948089,-1.732176,4.002789e-03,6.197307e-03,-1.292692e-01,1.294795e-01
766,1.741526,3.026701,-0.821499,2.527806e-03,5.655553e-03,-1.360702e-01,1.362111e-01
767,3.574398,3.446028,-2.574654,6.304617e-03,6.114415e-03,-1.193382e-01,1.196610e-01
768,4.183894,4.082514,-0.918989,5.515431e-03,5.547424e-03,-1.271177e-01,1.273582e-01
769,4.189677,3.491021,-1.314780,6.880579e-03,5.833563e-03,-1.271276e-01,1.274472e-01
770,3.727763,3.820099,-1.696437,6.962566e-03,7.089482e-03,-1.256507e-01,1.260430e-01
771,2.705325,1.844170,-0.756034,5.005517e-03,2.746074e-03,-1.394383e-01,1.395552e-01
772,3.693638,3.790757,-1.178413,5.713797e-03,6.002584e-03,-1.282341e-01,1.285016e-01
773,2.686497,3.563469,-2.645428,4.527360e-03,6.527104e-03,-1.192864e-01,1.195506e-01
774,2.538534,3.772490,-0.938343,3.782198e-03,5.887352e-03,-1.312752e-01,1.314616e-01
775,2.596611,4.134485,-2.543978,4.413556e-03,8.058453e-03,-1.199088e-01,1.202603e-01
776,4.211578,3.365099,-0.892423,5.762675e-03,4.739811e-03,-1.289476e-01,1.291633e-01
777,3.815381,4.263179,-2.179010,6.885369e-03,8.148199e-03,-1.222134e-01,1.226781e-01
778,3.552884,1.206015,-2.150868,7.604503e-03,2.070130e-03,-1.251718e-01,1.254197e-01
779,3.558322,2.875270,-1.190016,6.257658e-03,4.898946e-03,-1.304814e-01,1.307232e-01
780,3.168664,3.513070,-0.357626,3.363044e-03,3.555380e-03,-1.323093e-01,1.323998e-01
781,1.524319,2.511921,-2.191556,2.756261e-03,5.182820e-03,-1.266266e-01,1.267625e-01
782,4.048771,2.327389,-2.556307,7.914593e-03,4.085432e-03,-1.202576e-01,1.205870e-01
783,1.086790,1.048813,-1.041895,1.503583e-03,8.019446e-04,-1.400622e-01,1.400725e-01
784,4.160490,3.297244,-2.616735,7.586415e-03,5.698491e-03,-1.188442e-01,1.192224e-01
785,4.213079,4.117379,-1.280868,6.544393e-03,6.475478e-03,-1.254995e-01,1.258367e-01
786,4.233708,3.550539,-1.675335,7.547481e-03,6.819628e-03,-1.254065e-01,1.258184e-01
787,2.452238,2.492715,-2.412269,4.586845e-03,4.747524e-03,-1.232036e-01,1.233804e-01
788,2.878536,2.946691,-2.087368,5.488817e-03,5.813569e-03,-1.251600e-01,1.254151e-01
789,2.348089,3.427788,-1.240246,3.965980e-03,6.449378e-03,-1.311216e-01,1.313400e-01
790,3.303813,4.152533,-2.662416,5.512856e-03,7.565036e-03,-1.182896e-01,1.186594e-01
791,4.245630,3.688257,-0.606162,4.688675e-03,4.321806e-03,-1.288087e-01,1.289664e-01
792,2.813849,4.130970,-1.087910,4.305888e-03,6.552529e-03,-1.292644e-01,1.295020e-01
793,4.150451,2.557657,-2.123456,8.503219e-03,4.742756e-03,-1.236482e-01,1.240310e-01
794,2.950943,3.000309,-2.599045,5.184310e-03,5.422091e-03,-1.201110e-01,1.203451e-01
795,1.791501,4.095590,-1.597082,2.957750e-03,8.241976e-03,-1.276371e-01,1.279372e-01
796,1.015813,3.932713,-1.032724,1.462592e-03,6.778455e-03,-1.311712e-01,1.313543e-01
797,4.159955,2.950068,-0.490902,4.565629e-03,3.497057e-03,-1.309760e-01,1.311022e-01
798,3.745529,2.733265,-0.387383,4.072424e-03,3.039840e-03,-1.329156e-01,1.330127e-01
799,3.557961,3.125116,-0.430273,3.984046e-03,3.452054e-03,-1.324465e-01,1.325513e-01
800,4.184464,3.042417,-1.142886,6.740164e-03,4.939286e-03,-1.288682e-01,1.291388e-01
801,2.297482,4.082649,-0.558411,2.958245e-03,4.791658e-03,-1.315055e-01,1.316260e-01
802,3.897890,3.791367,-0.297653,3.563750e-03,3.471505e-03,-1.299945e-01,1.300897e-01
803,3.678439,4.153770,-2.546878,6.334982e-03,7.751599e-03,-1.192460e-01,1.196654e-01
804,3.626091,4.232659,-0.825611,4.721587e-03,5.423366e-03,-1.284375e-01,1.286386e-01
805,4.248803,3.861067,-2.162958,8.051557e-03,7.255714e-03,-1.229714e-01,1.234481e-01
806,4.133537,1.956136,-1.308239,7.887226e-03,3.355809e-03,-1.297309e-01,1.300138e-01
807,2.336496,4.109415,-1.244229,3.777424e-03,7.350449e-03,-1.291919e-01,1.294559e-01
808,3.421065,3.039244,-2.167280,6.609185e-03,5.760027e-03,-1.235887e-01,1.238992e-01
809,3.419128,3.308910,-0.986474,5.273395e-03,5.121436e-03,-1.307140e-01,1.309206e-01
810,3.736244,3.793108,-2.672077,6.329808e-03,6.622690e-03,-1.181316e-01,1.184863e-01
811,3.400173,2.880724,-0.800020,5.089097e-03,4.182575e-03,-1.325628e-01,1.327263e-01
812,3.089415,4.229819,-0.320539,3.216352e-03,3.728977e-03,-1.303672e-01,1.304602e-01
